year,Seals_BM,Cormorant_BM,Gadus_morhua_BM,Juvenile_Sander_lucioperca_BM,Adult_Sander_lucioperca_BM,Esox_lucius_BM,Juvenile_Perca_fluviatilis_BM,Adult_Perca_fluviatilis_BM,Benthivorous_birds_BM,Benthivorous_fish_BM,Neogobius_melanostomus_BM,Clupea_harengus_BM,Sprattus_sprattus_BM,Rhithropanopeus_harrisii_BM,Gasterosteus_aculeatus_BM,Cyprinids_BM,Cercopagis_pengoi_BM,Mysids_BM,Predatory_benthos_BM,Invertebrate_grazers_BM,Mytilus_trossulus_BM,Benthic_bivalves_BM,Other_benthos_BM,Zooplankton_BM,Fucus_vesiculosus_BM,Filamentous_algae_BM,Phytoplankton_BM,Cyanobacteria_BM,Detritus_BM,climate_scen,fishing_scen,nutrients_scen,Seals_catch,Cormorant_catch,Gadus_morhua_catch,Juvenile_Sander_lucioperca_catch,Adult_Sander_lucioperca_catch,Esox_lucius_catch,Juvenile_Perca_fluviatilis_catch,Adult_Perca_fluviatilis_catch,Benthivorous_birds_catch,Benthivorous_fish_catch,Neogobius_melanostomus_catch,Clupea_harengus_catch,Sprattus_sprattus_catch,Rhithropanopeus_harrisii_catch,Gasterosteus_aculeatus_catch,Cyprinids_catch,Cercopagis_pengoi_catch,Mysids_catch,Predatory_benthos_catch,Invertebrate_grazers_catch,Mytilus_trossulus_catch,Benthic_bivalves_catch,Other_benthos_catch,Zooplankton_catch,Fucus_vesiculosus_catch,Filamentous_algae_catch,Phytoplankton_catch,Cyanobacteria_catch,Detritus_catch
2097,0.08685962,0.002489007,0.3336068,0.5359399,0.2097232,0.534535,1.270304,1.152209,3.92E-05,3.269397,0.002103601,8.568976,9.245728,0.02064108,1.495883,18.45857,0.002969785,3.916275,3.353369,3.983382,19.94041,37.4744,12.86758,11.45319,15.19958,2.548245,14.34209,1.00E-20,241.8038,RCP4.5,Dec,BSAP,9.20E-04,5.87E-06,0.09233025,0.001310701,0.03045749,0.05622473,0.007593148,0.1059843,1.34E-05,0.02417398,3.59E-07,2.174351,1.214848,1.83E-06,0.002357203,0.06623607,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,0.08739372,0.002521646,0.3711788,0.6976206,0.2482581,0.6055353,1.447479,1.347942,3.92E-05,4.549362,0.002562245,9.21428,12.69595,0.02476367,1.734477,21.0632,0.003174022,3.942797,3.58065,5.064324,23.06524,41.28189,14.43946,12.05824,13.53879,4.576995,15.8813,1.00E-20,267.715,RCP4.5,Dec,BSAP,9.26E-04,5.95E-06,0.1027288,0.001706109,0.0360538,0.06369286,0.0086522,0.1239885,1.34E-05,0.03363807,4.38E-07,2.338094,1.668193,2.20E-06,0.002733177,0.07558242,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,0.08870482,0.002607128,0.4232893,0.7667295,0.310284,0.7064841,1.363519,1.672192,3.92E-05,5.677062,0.002540845,8.817792,13.96798,0.02691764,1.802111,23.70019,0.00266906,3.380788,3.423539,4.975086,23.40342,43.62508,13.91675,10.38955,12.26326,3.805967,15.15662,1.00E-20,256.1583,RCP4.5,Dec,BSAP,9.40E-04,6.15E-06,0.1171511,0.001875122,0.04506165,0.0743111,0.008150337,0.1538142,1.34E-05,0.04197631,4.34E-07,2.237487,1.835332,2.39E-06,0.002839754,0.08504492,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0.01871447,5.17E-06,3.82E-05,0.314176,0.1441709,0.3415905,0.6709814,0.7285768,0.005639561,1.600745,5.54E-05,6.489979,2.175408,5.53E-05,0.7372635,11.65968,0.001023163,1.567997,1.990942,4.180514,7.419862,23.06756,6.80644,4.42751,3.7301,2.00271,7.33601,0.1267834,149.9978,RCP4.5,Dec,BSAP,2.71E-04,5.17E-08,3.38E-05,0.003178207,0.07797179,0.09612516,0.0114846,0.1647483,0.001929902,0.03340128,2.30E-04,2.067227,0.3749692,2.32E-04,0.04944002,0.107882,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,0.01982412,6.14E-06,3.22E-05,0.3085482,0.1344041,0.3379664,0.6893708,0.7258139,0.005084669,1.665991,1.71E-05,6.994747,2.021654,1.72E-05,0.737951,11.79301,0.001321972,1.836123,2.070342,3.980474,7.727256,23.30123,7.371168,5.199758,4.110936,1.850522,7.934511,0.07962301,160.4315,RCP4.5,Dec,BSAP,3.55E-04,5.92E-08,2.85E-05,0.003052853,0.07110116,0.09417105,0.01214513,0.1689532,0.001740013,0.03422232,7.11E-05,3.015225,0.4724176,7.20E-05,0.06077223,0.1089216,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0.02056025,7.28E-06,2.90E-05,0.3445225,0.1361843,0.3329474,0.8642931,0.7375559,0.004719859,1.935342,6.06E-06,8.727681,1.928778,5.65E-06,0.8228156,12.54938,0.00184186,2.385823,2.352823,4.349092,8.874736,24.40283,8.635346,6.343062,4.195045,2.049362,8.82497,0.1456856,179.611,RCP4.5,Dec,BSAP,4.19E-04,6.19E-08,2.37E-05,0.003160727,0.06681768,0.0912982,0.01495237,0.1686222,0.001615172,0.03748806,2.52E-05,3.982726,0.4774976,2.37E-05,0.06865957,0.1120247,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,0.02140071,8.66E-06,2.52E-05,0.3965323,0.1520422,0.346507,0.9050072,0.8316775,0.004470676,2.31833,1.52E-06,8.291897,1.770088,1.20E-06,0.855108,13.55653,0.001450233,2.105081,2.326713,3.099187,9.024622,25.26394,7.778072,5.150496,5.140199,1.344159,7.782605,0.0231639,160.3688,RCP4.5,Dec,BSAP,5.14E-04,9.99E-08,2.46E-05,0.004310233,0.08832157,0.09499136,0.01578915,0.1916435,0.0015299,0.05105922,6.32E-06,3.10053,0.358165,5.06E-06,0.06698813,0.1274614,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0.02224432,1.02E-05,2.15E-05,0.4110357,0.1688277,0.3741557,0.7832035,0.8922094,0.004168712,2.362566,2.86E-07,8.185984,2.070683,1.26E-07,0.7923691,13.54293,0.001757736,2.107406,2.116492,4.600855,8.574046,25.03227,8.383544,6.174065,5.55583,2.426889,8.681511,0.2705491,178.5256,RCP4.5,Dec,BSAP,5.94E-04,1.01E-07,1.86E-05,0.004035525,0.08860659,0.09894037,0.01279979,0.1926213,0.001426566,0.04737836,1.13E-06,2.57749,0.3528084,5.30E-07,0.05258021,0.1196533,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0.02267157,1.21E-05,2.19E-05,0.4232259,0.1836326,0.3688875,0.9330381,0.9241577,0.00398634,2.741535,4.10E-07,9.755921,3.252457,5.63E-08,0.9096646,14.72245,0.001777653,2.379245,2.505473,5.09159,9.893075,26.31074,9.345059,6.020815,4.122294,2.271791,8.962358,0.3465213,186.8659,RCP4.5,Dec,BSAP,6.23E-04,1.06E-07,1.76E-05,0.004080211,0.0946879,0.1070787,0.01569743,0.2054487,0.001364157,0.05435048,8.51E-07,2.055894,0.3702758,2.36E-07,0.04455494,0.1365664,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0.0242698,1.44E-05,2.25E-05,0.4810682,0.2217937,0.3912637,0.9505036,0.9847991,0.003812909,2.969048,1.77E-06,7.258448,3.913745,1.88E-08,0.8667964,15.44604,0.001180488,1.619329,2.225043,3.827425,9.378216,26.45287,8.284827,4.583207,3.86708,1.826943,8.002114,0.4182144,169.0621,RCP4.5,Dec,BSAP,2.74E-04,1.31E-07,1.89E-05,0.004964985,0.1224536,0.1264032,0.01729125,0.2367455,0.001304807,0.0634871,1.83E-06,1.266099,0.3681586,7.89E-08,0.03846611,0.1564688,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0.02580435,1.71E-05,2.27E-05,0.4706645,0.2338323,0.416461,0.7282743,0.9994064,0.003590494,2.650962,3.59E-05,6.946661,3.653157,6.90E-09,0.7589042,14.84835,0.001203127,1.458343,2.022286,4.928784,8.635545,25.61478,8.288302,4.909312,2.696355,2.668574,8.021781,0.6462356,172.2145,RCP4.5,Dec,BSAP,4.67E-04,1.41E-07,1.73E-05,0.004256932,0.1131153,0.1127939,0.01164977,0.2112525,0.001228695,0.04914369,1.13E-08,1.644242,0.4677169,2.90E-08,0.03911214,0.1295734,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0.02667184,2.01E-05,2.61E-05,0.4407364,0.222421,0.4239154,0.8304096,0.9646432,0.003401692,2.531852,8.03E-04,6.698336,3.237102,5.53E-09,0.766557,14.8219,9.56E-04,1.417985,2.088714,5.138644,8.546584,25.33321,7.683397,4.160467,1.207884,2.578727,7.271427,0.6138493,158.7951,RCP4.5,Dec,BSAP,8.19E-04,1.33E-07,1.62E-05,0.003198168,0.08632521,0.0922849,0.01099848,0.1688378,0.001164085,0.03776826,2.23E-07,1.70068,0.4452968,2.21E-08,0.03865229,0.1048039,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0.02685321,2.37E-05,2.90E-05,0.4332742,0.2167715,0.439023,0.8531042,0.9164877,0.003198612,2.346298,0.0030192,6.913245,2.773179,1.18E-08,0.7418494,14.3996,0.001337142,1.53521,1.967878,4.584803,8.226146,24.75321,7.982571,5.305357,0.661602,2.371283,8.109473,0.4227271,169.5708,RCP4.5,Dec,BSAP,0.001334604,1.82E-07,2.02E-05,0.003367462,0.09007271,0.09361204,0.01171875,0.1663343,0.00109459,0.03731957,9.72E-07,2.391777,0.5201129,2.48E-08,0.04893432,0.1035237,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0.02671766,2.79E-05,3.11E-05,0.4182117,0.2024467,0.4421892,0.7108629,0.9248995,0.003007966,2.135658,0.003155414,6.469692,2.236895,5.61E-08,0.6874859,13.74264,6.95E-04,1.217381,1.86014,3.314802,7.438861,24.03307,6.328678,3.287992,0.5461176,1.807333,6.294755,0.237553,134.4544,RCP4.5,Dec,BSAP,9.14E-04,2.22E-07,2.17E-05,0.003244825,0.08396023,0.09018884,0.009320433,0.1601973,0.001029349,0.0336621,9.67E-07,2.003175,0.3751907,5.89E-08,0.04218841,0.09552898,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0.02687617,3.26E-05,3.04E-05,0.3341427,0.1770202,0.4529148,0.467865,0.8427088,0.002724002,1.527713,0.002338359,4.827804,1.353614,5.35E-07,0.5312446,11.41304,6.25E-04,0.9351571,1.444596,3.395405,5.727123,21.83204,5.287671,3.696688,0.9935296,2.080445,6.238455,0.152233,128.7867,RCP4.5,Dec,BSAP,7.39E-04,2.48E-07,2.07E-05,0.002500256,0.07080358,0.08976209,0.006078037,0.1446297,9.32E-04,0.02335575,7.36E-07,1.680337,0.2554046,6.81E-11,0.03514135,0.07728828,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0.02647112,3.78E-05,3.13E-05,0.2603269,0.132408,0.4045134,0.607152,0.6724045,0.002473142,1.245789,0.002783871,6.712586,1.30184,1.55E-05,0.5722887,10.35031,0.00113862,1.555068,1.686564,4.249091,6.239376,21.44686,6.538231,4.857757,2.168629,2.204139,7.175812,0.2717329,148.87,RCP4.5,Dec,BSAP,3.73E-04,2.61E-07,2.00E-05,0.001812668,0.04929014,0.07658278,0.007688167,0.1125,8.46E-04,0.01769641,8.71E-07,2.510762,0.2641574,2.12E-09,0.03906952,0.06710438,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0.02651361,4.45E-05,3.49E-05,0.301735,0.1194738,0.3707265,0.7491515,0.6014302,0.002310904,1.293566,0.003104769,6.093579,1.332947,3.06E-04,0.6480507,10.49888,8.21E-04,1.490434,1.871057,3.415256,6.862589,21.80421,6.053724,3.743986,4.355339,1.547675,6.306773,0.2176106,133.86,RCP4.5,Dec,BSAP,3.69E-04,2.71E-07,2.15E-05,0.002072237,0.04389051,0.07824682,0.01024222,0.1086786,7.91E-04,0.01863551,1.01E-06,2.447529,0.2906518,4.50E-08,0.04565313,0.07262733,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0.02643123,5.18E-05,3.86E-05,0.3437159,0.1133963,0.356565,0.7811685,0.5990175,0.002180788,1.470506,0.004194237,7.947796,1.625651,0.009936565,0.7883885,11.06178,0.002379145,2.705938,2.30378,7.128,8.791698,23.01541,9.547883,7.872572,3.347877,3.4269,9.751185,0.5236284,201.4562,RCP4.5,Dec,BSAP,4.15E-04,3.14E-07,2.52E-05,0.002489264,0.04394106,0.0831553,0.01194697,0.1211033,7.46E-04,0.02246603,1.55E-06,3.864404,0.4293425,1.77E-06,0.06498338,0.08408612,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0.02607382,6.14E-05,5.04E-05,0.4248955,0.1204816,0.3277284,1.113666,0.7021804,0.002185911,2.474114,0.00628104,11.75624,2.586663,0.02496885,1.194374,14.33025,0.002200621,3.420261,3.424358,6.275522,12.42372,27.08231,10.41045,6.697706,0.9642994,2.327658,9.274543,0.3070987,196.1402,RCP4.5,Dec,BSAP,2.39E-04,2.99E-07,2.86E-05,0.00259687,0.03940785,0.06708842,0.01554309,0.129569,7.48E-04,0.0324047,2.25E-06,6.231121,0.7451553,4.86E-06,0.1028232,0.09581951,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0.02711958,7.41E-05,6.67E-05,0.5268832,0.210677,0.3866926,1.346418,0.9802864,0.002148497,3.361763,0.005411407,9.232972,3.774609,0.02027595,1.145749,16.84311,0.002170658,2.501712,2.788143,4.675025,11.71795,28.65791,10.21017,7.003433,0.2341322,2.375039,10.05414,0.3004043,205.4952,RCP4.5,Dec,BSAP,2.24E-04,3.18E-07,3.29E-05,0.002795588,0.05981964,0.0680109,0.01616821,0.1556302,7.35E-04,0.0381748,1.67E-06,4.210104,0.9354311,3.40E-06,0.08510341,0.09700648,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0.02814343,8.87E-05,1.02E-04,0.5771398,0.314202,0.4674829,1.038779,1.32885,0.00210187,3.68175,0.004382454,9.713065,5.199642,0.01582347,1.045341,17.91556,0.001731033,2.026942,2.550911,3.824161,10.97482,29.32218,9.964807,5.810065,0.07496793,2.093333,9.621058,0.1297654,194.6582,RCP4.5,Dec,BSAP,2.78E-04,2.09E-07,2.83E-05,0.00141146,0.04563065,0.04917189,0.006209225,0.1222324,7.19E-04,0.02722293,7.49E-07,2.464659,0.6832104,1.41E-06,0.001647241,0.06428754,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0.02968346,1.06E-04,1.70E-04,0.5879135,0.3632704,0.5404164,1.061659,1.335202,0.002057569,3.651272,0.004475104,10.17807,7.166687,0.01719506,1.021567,18.17381,0.002365692,2.367195,2.758694,4.626806,11.64185,30.24221,12.04099,7.64345,0.04397306,2.59096,12.02178,0.04148718,233.457,RCP4.5,Dec,BSAP,2.95E-04,2.50E-07,4.71E-05,0.001437808,0.0527567,0.05684336,0.006345991,0.1228166,7.04E-04,0.02699758,7.64E-07,2.582651,0.9416716,1.53E-06,0.001609778,0.06521424,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0.03145289,1.28E-04,2.92E-04,0.680944,0.3386557,0.5803319,1.212867,1.29109,0.002051051,4.037268,0.005107402,10.16753,8.262561,0.01996375,1.108415,19.77262,0.001664674,1.949229,3.016308,4.31321,12.61174,32.29759,11.44484,5.601705,0.04566385,2.292167,10.57709,0.1239741,212.1756,RCP4.5,Dec,BSAP,3.33E-04,3.03E-07,8.08E-05,0.001665325,0.04918198,0.06104185,0.007249826,0.1187591,7.02E-04,0.02985163,8.72E-07,2.579978,1.085665,1.77E-06,0.001746633,0.07095136,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0.03388795,1.53E-04,4.74E-04,0.6470622,0.39133,0.6489283,0.9490047,1.363424,0.002007757,3.855698,0.004528494,8.517056,7.223608,0.01750131,0.9996169,19.83607,0.001704591,1.672616,2.614086,3.915888,11.28913,31.8648,10.86523,6.046512,0.09273105,2.254499,10.67712,0.1247995,210.9522,RCP4.5,Dec,BSAP,3.59E-04,3.62E-07,1.31E-04,0.001582463,0.05683173,0.06825713,0.005672606,0.1254126,0.00068707,0.0285091,7.73E-07,2.161176,0.9491506,1.56E-06,0.00157519,0.07117905,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0.03590387,1.83E-04,7.65E-04,0.6218313,0.3743063,0.6774426,0.798622,1.399978,0.001949965,3.440084,0.00379081,7.187569,5.475784,0.01422444,0.8734885,18.84672,8.79E-04,1.178251,2.300217,3.241153,9.596244,30.3945,8.510396,3.786572,0.2860261,1.969639,8.195743,0.1305707,166.9016,RCP4.5,Dec,BSAP,3.80E-04,4.31E-07,2.12E-04,0.001520758,0.05435941,0.07125638,0.004773705,0.1287749,6.67E-04,0.02543604,6.47E-07,1.823823,0.7194942,1.26E-06,0.001376437,0.06762891,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0.03720504,2.14E-04,0.001147736,0.4770747,0.3363131,0.6801901,0.7203503,1.24805,0.001856402,2.639313,0.003422944,7.336511,4.203321,0.01335523,0.7533595,16.39565,0.001531285,1.465091,2.056594,4.215696,8.489907,28.14287,8.894414,5.867562,0.8673757,2.520691,9.25762,0.2263539,185.4839,RCP4.5,Dec,BSAP,3.94E-04,5.05E-07,3.18E-04,0.00116674,0.04884177,0.07154538,0.004305842,0.1148001,6.35E-04,0.01951513,5.85E-07,1.861616,0.552298,1.19E-06,0.001187139,0.05883358,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0.03733168,2.54E-04,0.001873726,0.4979251,0.2413794,0.6063887,1.174963,1.074321,0.001816632,2.676045,0.004706259,10.23832,5.607796,0.01930973,0.9339551,16.86703,0.001880949,2.118315,2.655435,5.764105,10.50357,29.19432,10.61973,6.358149,1.011864,2.963501,10.16781,0.3071001,206.481,RCP4.5,Dec,BSAP,3.96E-04,5.98E-07,5.19E-04,0.001217732,0.03505484,0.06378262,0.007023258,0.09881987,6.22E-04,0.01978673,8.04E-07,2.597942,0.73684,1.72E-06,0.00147172,0.06052504,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0.03839222,3.04E-04,0.003039133,0.6545418,0.2608216,0.6092452,1.152976,1.106864,0.001790201,3.020233,0.005048982,8.047997,6.042092,0.0201249,1.0259,18.21893,0.001373024,1.606702,2.634811,4.857755,10.95356,30.07548,9.871079,5.05247,0.6121958,2.427936,9.194711,0.4211648,191.0696,RCP4.5,Dec,BSAP,4.07E-04,7.16E-07,8.41E-04,0.001600755,0.03787835,0.06408308,0.006891832,0.1018133,6.13E-04,0.02233166,8.62E-07,2.042154,0.7939046,1.79E-06,0.001616606,0.06537616,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0.03930402,3.58E-04,0.004745667,0.5444686,0.2820364,0.6406886,0.8008685,1.194202,0.001734817,2.859792,0.004122056,7.288782,5.1406,0.01572225,0.9048013,17.73895,0.001222615,1.35795,2.305787,3.604162,9.623705,29.08307,8.898441,4.883808,0.3598564,1.981223,8.815742,0.3071175,179.8747,RCP4.5,Dec,BSAP,4.16E-04,8.45E-07,0.001313428,0.001331559,0.04095933,0.06739043,0.004787133,0.109847,5.94E-04,0.02114536,7.04E-07,1.849505,0.6754524,1.40E-06,0.00142578,0.06365383,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0.03970166,4.21E-04,0.007554551,0.5420259,0.2805353,0.631626,0.9534948,1.172091,0.001685999,2.721637,0.004015196,9.382089,5.710505,0.01532736,0.9095411,17.10548,0.002062025,2.030312,2.520526,3.998775,10.36469,29.12296,10.84636,6.996138,0.2567535,2.341112,10.74673,0.3590949,215.3897,RCP4.5,Dec,BSAP,4.21E-04,9.93E-07,0.002090825,0.001325585,0.04074132,0.06643719,0.005699446,0.1078131,5.77E-04,0.02012384,6.86E-07,2.380675,0.7503355,1.36E-06,0.001433249,0.06138071,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0.04025527,5.00E-04,0.01259955,0.6253493,0.2904571,0.6087544,1.27529,1.127109,0.001679045,3.120663,0.004823169,10.56551,7.258602,0.01883726,1.075239,18.55844,0.001947484,2.165478,3.01243,4.462442,12.31007,31.25821,11.59611,6.377937,0.3196009,2.445129,10.71535,0.3596153,218.2712,RCP4.5,Dec,BSAP,4.27E-04,1.18E-06,0.003487097,0.001529361,0.04218224,0.06403146,0.007622952,0.1036755,5.75E-04,0.02307424,8.24E-07,2.680964,0.9537488,1.67E-06,0.001694354,0.06659445,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0.04151576,5.94E-04,0.02032197,0.6852694,0.3264175,0.6416871,1.102072,1.275601,0.001660506,3.414167,0.004830927,8.883689,7.362713,0.01879922,1.080696,19.73162,0.00170477,1.791513,2.842746,4.258584,11.99961,32.06162,11.05444,5.926043,0.6392099,2.327425,10.47039,0.3057661,211.6476,RCP4.5,Dec,BSAP,4.40E-04,1.40E-06,0.005624386,0.001675903,0.04740467,0.06749547,0.006587557,0.1173343,5.68E-04,0.02524441,8.25E-07,2.254208,0.9674284,1.67E-06,0.001702953,0.07080426,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0.04232675,6.99E-04,0.03289181,0.6510207,0.339034,0.6579967,1.213462,1.373246,0.001644449,3.634258,0.005149836,10.72017,8.239188,0.0204616,1.126493,20.60576,0.002376878,2.299221,3.04208,5.045272,12.7452,33.12339,12.74827,7.638782,0.6562842,2.719037,12.22642,0.2977231,242.7465,RCP4.5,Dec,BSAP,4.49E-04,1.65E-06,0.009103257,0.001592144,0.04923692,0.06921098,0.00725338,0.1263161,5.63E-04,0.02687177,8.80E-07,2.720208,1.082594,1.82E-06,0.001775121,0.07394098,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0.0435201,8.29E-04,0.05470824,0.7809491,0.3724593,0.6738846,1.397623,1.430181,0.001649337,4.201516,0.005638799,10.97647,9.320944,0.02222517,1.236382,22.53004,0.002061314,2.140913,3.24389,4.699716,13.74961,35.08472,12.77221,6.617693,0.3391895,2.460101,11.62628,0.3371384,235.573,RCP4.5,Dec,BSAP,4.61E-04,1.96E-06,0.01514126,0.001909898,0.05409118,0.07088215,0.00835419,0.1315531,5.64E-04,0.03106608,9.63E-07,2.785245,1.224732,1.98E-06,0.001948283,0.080846,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0.04527272,9.80E-04,0.08449236,0.753514,0.4187323,0.7352661,1.080796,1.562988,0.001631179,4.261028,0.005109005,8.931263,7.950903,0.02003817,1.133606,22.87919,0.00165087,1.66806,2.821736,4.436333,12.22201,34.6161,11.28672,5.758139,0.1627367,2.515827,10.49642,0.3230822,213.7921,RCP4.5,Dec,BSAP,4.80E-04,2.31E-06,0.02338442,0.001842803,0.06081128,0.07733852,0.006460378,0.1437692,5.58E-04,0.03150612,8.73E-07,2.266279,1.044714,1.78E-06,0.001786328,0.08209886,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0.0463431,0.001142877,0.1201757,0.6882189,0.4153272,0.7621247,0.9665124,1.598513,0.001595354,3.849265,0.004455818,8.702405,6.732111,0.01715944,1.001245,21.56315,0.001608927,1.583449,2.512325,3.71659,10.79262,32.95408,10.44959,5.751633,0.1031,2.15918,10.10574,0.2547285,203.8826,RCP4.5,Dec,BSAP,4.91E-04,2.70E-06,0.03326029,0.001683116,0.06031677,0.08016361,0.005777258,0.147037,5.46E-04,0.02846155,7.61E-07,2.208208,0.8845702,1.52E-06,0.001577756,0.07737645,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0.04692345,0.001316917,0.1543709,0.6235418,0.3852638,0.7501493,0.9745077,1.4585,0.001560469,3.411651,0.004069101,9.496509,6.768795,0.01545937,0.9529433,20.10413,0.001874912,1.794641,2.540422,3.375869,10.66241,32.03702,10.86016,6.401327,0.1912997,2.060759,10.73891,0.05272001,211.2421,RCP4.5,Dec,BSAP,4.97E-04,3.11E-06,0.04272428,0.001524941,0.05595074,0.07890398,0.00582505,0.134158,5.34E-04,0.02522581,6.95E-07,2.409709,0.8893903,1.37E-06,0.001501642,0.07214094,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0.04754132,0.00149783,0.1819603,0.6520055,0.3481325,0.724362,0.9844453,1.360434,0.001532048,3.2141,0.004068278,8.856506,6.631388,0.01563174,0.9499311,19.47855,0.001523198,1.624934,2.572659,3.695074,10.64958,31.70926,10.22268,5.424025,0.7109079,2.268801,9.766702,0.1987813,197.2497,RCP4.5,Dec,BSAP,5.04E-04,3.53E-06,0.05036002,0.001594552,0.05055827,0.07619156,0.00588445,0.1251376,5.24E-04,0.02376512,6.95E-07,2.24731,0.8713356,1.39E-06,0.001496895,0.06989616,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0.04797233,0.001667233,0.1831224,0.5641927,0.3227125,0.7072746,0.9597476,1.274772,0.001496967,2.966378,0.004144518,8.752068,6.17653,0.0161759,0.9307106,18.82686,0.001712024,1.688977,2.522741,4.132862,10.46246,31.11501,10.32929,6.054627,1.94202,2.30637,10.14845,0.1925154,202.9645,RCP4.5,Dec,BSAP,5.08E-04,3.93E-06,0.05068162,0.001379796,0.04686661,0.07439425,0.005736822,0.1172581,5.12E-04,0.02193346,7.08E-07,2.220809,0.8115693,1.44E-06,0.001466608,0.06755765,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0.04807064,0.001806177,0.1805421,0.6185654,0.2993518,0.6731915,1.193244,1.221305,0.001477052,3.046212,0.004644282,10.37432,7.120487,0.01816047,1.027237,19.28327,0.002119217,2.085178,2.807152,4.453482,11.54876,31.88632,11.60241,6.966013,2.721349,2.318161,11.30164,0.1063268,223.1035,RCP4.5,Dec,BSAP,5.09E-04,4.26E-06,0.04996751,0.001512771,0.043474,0.07080923,0.007132532,0.11234,5.05E-04,0.02252375,7.93E-07,2.632451,0.9356011,1.61E-06,0.001618714,0.06919539,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0.04874617,0.001963341,0.1962303,0.694563,0.3093317,0.6794326,1.096912,1.262162,0.001461574,3.242779,0.004713241,8.843627,7.024816,0.01828988,1.057136,20.08371,0.001466579,1.62235,2.756935,4.160751,11.41199,32.41064,10.36304,5.195969,2.585588,2.195916,9.76169,0.09091877,196.6806,RCP4.5,Dec,BSAP,5.17E-04,4.63E-06,0.05430944,0.001698631,0.04492335,0.07146571,0.006556708,0.1160981,5.00E-04,0.02397717,8.05E-07,2.244042,0.9230302,1.63E-06,0.001665828,0.07206767,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0.04910111,0.002113466,0.1945219,0.6024006,0.3087964,0.6950202,1.059179,1.278959,0.001438233,3.258718,0.004661715,10.65763,7.595115,0.01796222,1.073237,20.07173,0.002731783,2.444149,2.924217,4.119208,12.05555,32.76238,12.8722,8.595862,2.332917,2.151143,12.92143,0.05418989,249.3665,RCP4.5,Dec,BSAP,5.20E-04,4.98E-06,0.0538366,0.001473238,0.04484561,0.07310528,0.006331167,0.1176432,4.92E-04,0.02409503,7.96E-07,2.704339,0.997965,1.60E-06,0.0016912,0.07202469,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0.04951383,0.002241582,0.2164568,0.7473698,0.3121288,0.6771613,1.396717,1.339206,0.001450959,3.96874,0.005368911,12.45442,9.598216,0.02068778,1.260729,22.26458,0.002173043,2.342415,3.401604,4.22064,13.96351,35.44811,12.98643,6.729733,2.138648,2.266859,11.82166,0.1195821,236.7858,RCP4.5,Dec,BSAP,5.25E-04,5.29E-06,0.05990739,0.001827776,0.04532957,0.0712268,0.008348775,0.1231849,4.97E-04,0.02934494,9.17E-07,3.16027,1.261164,1.84E-06,0.001986648,0.07989344,0,0,0,0,0,0,0,0,0,0,0,0,0
